,Genome,time_create,mother,age
1540,Foto Chemo Right Foto Left Right Chemo Chemo Chemo Up Eat Right Eat Eat Chemo Eat Down Foto Eat Right Eat Left Chemo Up Down,0,-1,6
1541,Eat Down Chemo Up Chemo Eat Left Down Left Up Foto Left Right Eat Up Eat Chemo Left Chemo Chemo Up Eat Right Down Up,0,-1,2
1542,Right Up Down Chemo Chemo Down Eat Down Up Up Left Foto Eat Chemo Eat Foto Right Right Chemo Down Foto Chemo Left Eat Chemo,0,-1,15
1543,Down Right Right Foto Chemo Chemo Left Right Chemo Up Left Foto Left Foto Left Up Right Left Left Right Foto Up Down Right Foto,0,-1,4
1544,Chemo Right Right Foto Eat Foto Eat Up Chemo Chemo Down Eat Up Left Up Eat Chemo Down Eat Chemo Left Right Right Down Left,0,-1,5
1545,Down Foto Down Chemo Eat Eat Down Left Chemo Eat Left Left Up Left Foto Up Up Up Up Right Left Down Chemo Down Foto,0,-1,11
1546,Chemo Foto Foto Right Right Left Right Foto Chemo Left Left Left Foto Foto Left Down Left Down Foto Left Right Foto Right Foto Left,0,-1,1
1547,Foto Left Down Up Left Up Down Eat Right Eat Eat Right Up Right Left Eat Chemo Down Down Right Chemo Eat Left Chemo Chemo,0,-1,1
1548,Right Up Chemo Chemo Foto Left Right Eat Down Foto Chemo Foto Foto Left Eat Down Left Down Right Foto Foto Left Chemo Down Chemo,0,-1,51
1549,Left Up Right Left Left Right Down Foto Foto Right Down Left Foto Right Eat Up Foto Up Up Down Down Eat Foto Foto Chemo,0,-1,9
1550,Up Right Foto Foto Eat Eat Chemo Down Down Up Foto Up Down Foto Eat Right Down Chemo Right Eat Right Down Down Chemo Right,0,-1,51
1551,Chemo Right Eat Left Up Eat Left Up Up Foto Foto Down Eat Up Chemo Left Up Up Chemo Eat Right Foto Foto Eat Foto,0,-1,7
1552,Right Up Chemo Chemo Left Eat Foto Right Chemo Eat Left Eat Eat Left Left Right Foto Right Chemo Down Up Foto Up Foto Foto,0,-1,40
1553,Down Down Foto Down Right Eat Foto Up Down Down Right Left Eat Up Chemo Up Chemo Right Up Down Eat Down Left Chemo Eat,0,-1,2
1554,Left Up Left Chemo Left Up Right Eat Foto Foto Left Right Down Down Down Down Eat Foto Chemo Chemo Left Eat Up Up Eat,0,-1,24
1555,Chemo Chemo Eat Foto Chemo Left Left Left Down Foto Up Right Right Up Foto Chemo Down Chemo Up Foto Up Right Eat Right Chemo,0,-1,9
1556,Left Eat Down Chemo Eat Eat Right Right Left Up Left Right Right Eat Up Up Up Chemo Eat Chemo Down Down Right Up Foto,0,-1,37
1557,Left Right Foto Foto Eat Left Up Chemo Eat Foto Left Chemo Down Foto Up Down Left Right Eat Eat Down Down Left Eat Left,0,-1,4
1558,Up Chemo Down Down Chemo Left Chemo Up Down Up Up Foto Eat Up Left Right Down Eat Eat Left Eat Down Up Right Chemo,0,-1,1
1559,Chemo Foto Up Chemo Eat Foto Right Foto Chemo Eat Up Chemo Left Right Up Down Left Right Up Right Up Down Down Foto Chemo,0,-1,51
1560,Right Up Chemo Chemo Right Foto Eat Foto Eat Right Foto Down Down Eat Eat Foto Up Chemo Chemo Right Up Chemo Right Chemo Foto,0,-1,8
1561,Foto Foto Foto Down Eat Left Down Chemo Eat Right Down Foto Eat Eat Eat Chemo Left Eat Chemo Right Up Left Chemo Up Left,0,-1,1
1562,Chemo Eat Foto Down Chemo Down Foto Right Foto Left Chemo Up Eat Chemo Down Right Right Eat Down Down Up Down Left Right Chemo,0,-1,4
1563,Down Eat Chemo Foto Left Up Left Foto Foto Foto Right Right Left Down Down Up Eat Eat Up Chemo Foto Eat Up Down Foto,0,-1,4
1564,Foto Foto Eat Right Chemo Up Right Up Left Up Eat Foto Down Up Right Eat Right Foto Left Right Chemo Down Down Foto Chemo,0,-1,5
1565,Left Left Chemo Right Eat Up Up Right Left Down Down Down Up Right Right Eat Foto Up Up Chemo Eat Eat Foto Up Right,0,-1,1
1566,Chemo Up Down Up Right Chemo Left Left Up Right Right Foto Right Chemo Left Chemo Left Chemo Down Up Foto Up Down Eat Down,0,-1,10
1567,Chemo Foto Left Right Left Right Left Chemo Down Down Left Down Chemo Down Up Foto Down Foto Chemo Eat Right Eat Left Right Down,0,-1,6
1568,Eat Foto Up Eat Left Chemo Eat Right Foto Chemo Foto Down Eat Chemo Foto Chemo Right Chemo Chemo Chemo Foto Up Right Left Right,0,-1,46
1569,Eat Chemo Chemo Right Foto Right Chemo Chemo Left Up Eat Right Right Up Eat Up Up Left Right Left Chemo Chemo Left Foto Chemo,0,-1,2
1570,Chemo Up Chemo Up Chemo Right Foto Chemo Down Right Right Eat Right Eat Down Right Up Down Eat Left Down Up Foto Right Eat,0,-1,2
1571,Left Down Foto Foto Chemo Left Up Up Foto Eat Right Right Chemo Left Down Up Chemo Chemo Right Foto Down Left Chemo Up Foto,0,-1,2
1572,Left Eat Down Down Right Right Chemo Eat Foto Right Foto Up Right Eat Right Eat Chemo Eat Right Down Left Down Down Left Eat,0,-1,6
1573,Right Chemo Left Up Up Down Down Down Right Right Up Right Foto Left Up Left Foto Right Right Eat Right Up Foto Up Right,0,-1,9
1574,Chemo Down Right Left Eat Foto Foto Right Chemo Left Foto Chemo Chemo Chemo Up Foto Chemo Chemo Left Foto Right Chemo Foto Eat Down,0,-1,5
1575,Down Chemo Foto Foto Up Foto Eat Foto Right Eat Left Left Eat Eat Eat Right Down Chemo Foto Right Down Foto Left Right Chemo,0,-1,17
1576,Chemo Up Eat Eat Eat Right Left Chemo Left Up Up Down Right Right Left Eat Chemo Chemo Down Right Foto Foto Right Left Down,0,-1,50
1577,Foto Down Eat Eat Down Left Left Up Eat Foto Up Up Right Chemo Up Eat Up Up Chemo Chemo Chemo Eat Right Left Eat,0,-1,4
1578,Left Right Eat Eat Up Down Eat Eat Up Down Foto Eat Right Eat Right Chemo Right Down Eat Foto Left Chemo Eat Up Left,0,-1,1
1579,Foto Down Right Foto Eat Eat Eat Up Eat Right Right Chemo Up Up Up Chemo Chemo Left Left Up Foto Foto Left Left Chemo,0,-1,4
1580,Down Right Foto Right Foto Left Eat Eat Left Left Right Eat Chemo Eat Left Up Right Left Down Foto Foto Left Eat Down Chemo,0,-1,7
1581,Right Foto Left Down Eat Right Foto Chemo Down Down Foto Up Chemo Down Down Chemo Up Foto Up Left Chemo Chemo Eat Foto Up,0,-1,15
1582,Chemo Up Down Right Right Down Right Down Eat Chemo Left Foto Down Foto Left Up Foto Up Foto Down Foto Eat Left Foto Down,0,-1,22
1583,Left Up Down Chemo Up Down Up Chemo Eat Foto Foto Down Down Down Chemo Right Chemo Down Right Chemo Up Up Eat Up Down,0,-1,48
1584,Down Eat Chemo Left Right Left Left Eat Down Foto Left Foto Foto Left Down Left Eat Left Right Left Up Foto Left Left Down,0,-1,4
1585,Foto Right Down Left Right Eat Right Up Left Chemo Left Right Chemo Right Eat Down Eat Eat Left Left Foto Left Right Down Foto,0,-1,3
1586,Foto Left Left Eat Left Chemo Foto Foto Foto Chemo Down Up Right Right Down Chemo Down Left Left Foto Chemo Chemo Foto Eat Left,0,-1,9
1587,Up Eat Eat Foto Left Eat Eat Down Eat Up Down Up Left Left Down Chemo Eat Eat Eat Eat Left Foto Foto Foto Right,0,-1,51
1588,Right Chemo Right Left Left Up Up Eat Eat Left Right Foto Foto Right Eat Chemo Up Left Left Down Left Chemo Chemo Foto Down,0,-1,4
1589,Foto Up Left Eat Chemo Up Eat Up Down Down Up Eat Eat Left Left Down Up Left Chemo Chemo Eat Right Right Eat Left,0,-1,3
1590,Right Eat Chemo Foto Foto Eat Eat Chemo Eat Eat Chemo Down Right Up Left Chemo Foto Up Foto Right Eat Right Foto Down Right,0,-1,51
1591,Down Foto Eat Left Right Left Up Chemo Chemo Up Eat Foto Eat Foto Down Right Down Foto Foto Foto Right Foto Eat Down Left,0,-1,2
1592,Right Right Up Eat Eat Down Chemo Eat Chemo Down Up Foto Down Down Chemo Left Down Left Chemo Chemo Right Up Down Right Down,0,-1,14
1593,Chemo Up Foto Up Right Left Right Down Right Eat Foto Up Eat Down Eat Chemo Right Up Left Foto Left Foto Chemo Left Right,0,-1,1
1594,Up Down Eat Up Foto Down Up Left Up Down Eat Up Up Foto Up Up Chemo Right Down Up Left Chemo Down Chemo Chemo,0,-1,26
1595,Chemo Down Left Down Down Chemo Foto Eat Up Left Right Chemo Down Up Eat Up Right Down Up Eat Chemo Foto Foto Down Foto,0,-1,6
1596,Left Down Foto Foto Eat Left Chemo Up Up Eat Foto Foto Down Eat Foto Left Chemo Down Chemo Eat Eat Foto Left Down Eat,0,-1,8
1597,Down Left Left Eat Eat Down Right Left Eat Chemo Right Foto Right Foto Left Foto Up Left Down Right Up Up Right Eat Right,0,-1,12
1598,Eat Foto Eat Chemo Chemo Left Down Down Eat Left Chemo Down Chemo Right Down Eat Right Right Eat Down Eat Left Chemo Eat Left,0,-1,1
1599,Chemo Left Foto Right Left Left Down Up Right Left Eat Chemo Up Right Down Down Right Eat Right Left Right Left Chemo Eat Eat,0,-1,5
1600,Foto Foto Foto Chemo Up Foto Down Right Right Up Left Down Up Left Left Eat Left Up Eat Foto Eat Down Foto Eat Left,0,-1,7
1601,Down Left Chemo Foto Right Foto Up Up Eat Chemo Foto Foto Foto Left Down Down Down Left Up Down Right Eat Up Foto Right,0,-1,51
1602,Up Left Up Eat Right Down Down Up Down Eat Up Left Down Chemo Up Left Up Left Right Eat Up Right Down Up Up,0,-1,1
1603,Right Foto Foto Chemo Up Left Right Chemo Up Down Down Down Foto Foto Right Foto Chemo Eat Eat Eat Left Right Chemo Right Chemo,0,-1,1
1604,Up Up Chemo Up Down Down Down Right Chemo Down Right Up Foto Foto Eat Chemo Chemo Chemo Right Foto Chemo Up Chemo Foto Eat,0,-1,51
1605,Foto Right Down Down Left Up Eat Left Down Right Right Chemo Down Down Eat Up Up Eat Foto Chemo Right Chemo Chemo Left Down,0,-1,51
1606,Chemo Foto Eat Left Down Right Right Right Chemo Eat Up Chemo Foto Right Right Foto Foto Chemo Down Down Eat Eat Eat Up Chemo,0,-1,8
1607,Right Left Chemo Left Foto Eat Left Up Right Chemo Up Up Chemo Down Left Down Up Left Right Up Left Down Foto Right Foto,0,-1,8
1608,Left Foto Up Down Down Eat Down Down Up Down Down Right Chemo Down Chemo Up Right Chemo Foto Chemo Up Foto Chemo Foto Right,0,-1,13
1609,Left Eat Left Eat Up Eat Up Down Foto Eat Chemo Right Chemo Up Foto Down Left Foto Right Eat Left Right Chemo Eat Foto,0,-1,27
1610,Left Chemo Right Chemo Right Down Down Eat Foto Left Foto Right Down Down Left Eat Left Chemo Right Right Eat Down Left Down Left,0,-1,7
1611,Right Eat Foto Chemo Left Right Eat Chemo Down Chemo Foto Left Eat Down Up Right Right Chemo Foto Down Down Left Foto Left Chemo,0,-1,3
1612,Eat Left Foto Down Up Right Left Left Eat Chemo Down Chemo Up Down Up Eat Chemo Chemo Chemo Foto Right Up Foto Up Up,0,-1,17
1613,Up Eat Down Right Left Right Up Eat Eat Eat Up Chemo Eat Right Foto Left Left Right Right Eat Right Foto Chemo Down Down,0,-1,2
1614,Up Foto Up Right Left Eat Foto Right Up Eat Chemo Left Eat Foto Chemo Left Eat Up Up Chemo Down Foto Eat Foto Left,0,-1,4
1615,Foto Down Eat Right Left Eat Right Eat Chemo Right Right Left Right Up Right Eat Eat Eat Chemo Chemo Foto Eat Down Up Foto,0,-1,3
1616,Up Left Chemo Left Right Chemo Right Up Eat Left Foto Up Eat Chemo Up Down Foto Eat Left Right Up Foto Foto Chemo Down,0,-1,4
1617,Foto Right Left Eat Foto Eat Chemo Foto Eat Down Right Foto Left Left Eat Up Foto Foto Right Eat Left Chemo Right Right Down,0,-1,5
1618,Left Down Right Up Left Chemo Left Left Chemo Eat Right Down Chemo Right Chemo Right Foto Up Eat Eat Chemo Right Foto Up Right,0,-1,5
1619,Eat Up Chemo Chemo Right Chemo Chemo Up Right Up Up Right Down Left Eat Up Down Up Eat Foto Up Up Up Up Chemo,0,-1,15
1620,Eat Up Left Left Foto Foto Right Left Right Right Left Foto Left Down Left Right Chemo Left Left Eat Foto Left Down Right Chemo,0,-1,1
1621,Up Right Foto Down Up Down Chemo Right Eat Chemo Down Up Up Up Right Chemo Up Chemo Up Eat Chemo Foto Chemo Up Up,0,-1,7
1622,Right Chemo Right Eat Left Left Eat Eat Right Right Down Eat Foto Foto Left Eat Foto Right Eat Right Left Chemo Left Right Eat,0,-1,5
1623,Left Eat Right Down Chemo Eat Down Down Up Up Up Down Eat Left Eat Down Down Up Right Down Down Foto Foto Foto Up,0,-1,4
1624,Eat Down Foto Left Left Down Eat Down Left Eat Foto Chemo Foto Left Up Chemo Eat Down Down Down Down Right Chemo Right Eat,0,-1,3
1625,Eat Right Eat Down Foto Up Chemo Left Eat Up Left Right Right Right Right Foto Chemo Down Up Left Down Up Left Eat Right,0,-1,7
1626,Foto Chemo Left Chemo Right Right Foto Up Foto Chemo Chemo Down Chemo Left Chemo Down Foto Down Right Left Right Foto Down Foto Chemo,0,-1,51
1627,Up Chemo Down Left Chemo Left Left Left Up Up Right Right Left Right Right Down Eat Chemo Eat Right Eat Left Left Chemo Up,0,-1,8
1628,Eat Foto Right Chemo Chemo Left Right Foto Eat Chemo Chemo Foto Left Right Down Up Down Down Eat Right Left Eat Foto Down Foto,0,-1,51
1629,Eat Down Left Down Down Up Up Right Eat Chemo Chemo Right Right Left Foto Down Left Foto Down Foto Eat Chemo Foto Eat Chemo,0,-1,4
1630,Foto Left Eat Left Left Up Foto Down Eat Chemo Foto Right Left Chemo Foto Right Right Chemo Chemo Left Up Right Chemo Eat Left,0,-1,6
1631,Right Down Up Left Up Left Up Chemo Right Right Eat Right Chemo Left Left Foto Chemo Left Left Chemo Down Up Chemo Chemo Left,0,-1,4
1632,Down Left Left Foto Eat Right Up Down Right Left Right Eat Foto Up Chemo Chemo Up Left Left Up Up Right Down Left Right,0,-1,5
1633,Down Up Left Down Up Foto Up Foto Left Down Right Chemo Down Foto Down Left Down Foto Up Down Right Foto Right Foto Up,0,-1,5
1634,Foto Right Down Eat Right Up Eat Left Down Chemo Left Left Up Up Right Foto Eat Eat Left Foto Left Eat Up Chemo Eat,0,-1,5
1635,Foto Eat Foto Up Chemo Up Right Up Chemo Down Chemo Down Eat Right Chemo Left Right Down Down Chemo Foto Right Down Eat Chemo,0,-1,18
1636,Eat Left Up Left Up Chemo Down Left Foto Up Down Up Chemo Down Left Chemo Down Chemo Eat Foto Right Right Right Up Eat,0,-1,1
1637,Foto Eat Foto Up Right Up Eat Eat Eat Chemo Foto Left Foto Chemo Left Foto Foto Chemo Right Eat Left Foto Left Down Chemo,0,-1,11
1638,Left Eat Down Up Left Eat Left Right Right Right Left Right Left Down Chemo Chemo Chemo Eat Down Down Eat Chemo Up Eat Right,0,-1,2
1639,Up Foto Foto Right Down Foto Up Up Left Eat Chemo Eat Foto Up Down Down Right Chemo Chemo Chemo Foto Foto Down Eat Left,0,-1,48
1640,Down Chemo Down Eat Down Eat Up Up Eat Right Right Eat Chemo Up Down Left Right Eat Up Down Down Up Down Down Chemo,0,-1,7
1641,Eat Eat Eat Chemo Right Left Left Foto Right Left Left Up Down Eat Up Chemo Down Up Right Foto Foto Foto Chemo Up Foto,0,-1,1
1642,Chemo Chemo Eat Eat Eat Down Right Chemo Up Eat Down Eat Chemo Up Foto Eat Right Down Left Left Chemo Eat Eat Down Chemo,0,-1,5
1643,Up Chemo Right Eat Foto Down Up Eat Right Foto Chemo Up Eat Down Chemo Chemo Right Right Up Chemo Eat Eat Eat Up Down,0,-1,51
1644,Left Right Foto Eat Down Eat Down Foto Foto Down Eat Foto Right Chemo Right Right Right Foto Eat Down Foto Down Chemo Foto Right,0,-1,4
1645,Right Left Chemo Chemo Right Chemo Chemo Right Eat Left Eat Up Down Down Chemo Eat Down Chemo Chemo Chemo Down Left Eat Chemo Chemo,0,-1,5
1646,Foto Eat Down Left Left Right Up Right Foto Right Up Right Foto Eat Down Right Foto Foto Right Foto Up Up Foto Chemo Right,0,-1,7
1647,Left Chemo Chemo Chemo Down Left Up Down Foto Down Down Up Down Foto Left Left Down Right Chemo Eat Chemo Down Foto Chemo Eat,0,-1,2
1648,Foto Left Left Down Left Down Chemo Foto Up Eat Foto Right Foto Foto Down Chemo Eat Foto Down Up Right Chemo Down Down Left,0,-1,27
1649,Left Up Left Up Down Foto Up Right Down Down Right Down Down Right Up Right Down Up Left Left Chemo Up Down Chemo Chemo,0,-1,2
1650,Down Foto Eat Chemo Foto Down Eat Chemo Foto Up Right Up Down Left Eat Left Up Down Right Left Eat Up Down Down Left,0,-1,12
1651,Chemo Chemo Up Up Up Down Chemo Eat Right Left Chemo Foto Right Left Foto Eat Left Left Chemo Eat Foto Up Chemo Eat Chemo,0,-1,16
1652,Chemo Down Eat Left Right Down Chemo Foto Eat Up Down Left Left Chemo Foto Right Down Eat Chemo Chemo Up Up Left Chemo Foto,0,-1,6
1653,Eat Eat Left Eat Right Left Eat Up Left Down Down Eat Down Up Right Right Left Down Foto Eat Right Down Foto Left Up,0,-1,15
1654,Down Eat Foto Chemo Left Chemo Up Foto Left Eat Down Right Right Down Foto Right Eat Foto Right Right Right Right Foto Chemo Foto,0,-1,51
1655,Right Chemo Foto Eat Foto Foto Eat Up Foto Down Up Up Foto Left Right Left Right Down Right Right Down Eat Chemo Down Down,0,-1,51
1656,Up Down Up Up Left Chemo Up Chemo Eat Right Chemo Chemo Down Foto Chemo Foto Foto Down Up Eat Chemo Foto Eat Up Right,0,-1,7
1657,Left Chemo Right Up Chemo Foto Foto Eat Foto Left Eat Chemo Right Down Left Left Right Chemo Eat Right Down Up Down Right Right,0,-1,36
1658,Chemo Down Up Up Chemo Eat Foto Foto Up Eat Down Chemo Foto Down Up Up Eat Up Right Right Foto Foto Foto Eat Left,0,-1,51
1659,Down Left Foto Eat Eat Down Right Foto Eat Left Left Right Up Foto Up Foto Up Chemo Left Foto Chemo Up Chemo Chemo Right,0,-1,1
1660,Up Left Left Left Eat Chemo Up Down Left Left Eat Foto Up Foto Foto Down Up Foto Up Left Eat Eat Up Up Chemo,0,-1,1
1661,Chemo Foto Foto Left Foto Right Left Down Eat Left Eat Up Left Right Foto Up Left Left Up Right Chemo Up Chemo Foto Right,0,-1,17
1662,Foto Left Left Eat Chemo Up Chemo Down Left Foto Down Eat Right Right Down Down Down Right Eat Eat Left Eat Chemo Foto Eat,0,-1,51
1663,Chemo Foto Chemo Eat Left Foto Eat Left Right Down Right Chemo Up Up Eat Down Up Foto Eat Right Foto Eat Foto Left Eat,0,-1,51
1664,Down Up Down Left Chemo Eat Down Chemo Down Right Right Up Eat Right Up Foto Down Chemo Down Left Chemo Foto Down Down Foto,0,-1,4
1665,Chemo Right Left Chemo Eat Eat Right Down Chemo Chemo Foto Left Eat Up Foto Down Down Chemo Foto Chemo Chemo Left Foto Right Left,0,-1,11
1666,Up Right Right Right Foto Up Eat Eat Right Right Eat Up Eat Eat Down Up Down Up Foto Up Eat Left Foto Right Foto,0,-1,1
1667,Chemo Chemo Up Chemo Up Right Chemo Up Down Right Down Eat Down Foto Up Down Up Left Chemo Down Foto Foto Eat Foto Foto,0,-1,10
1668,Eat Chemo Up Foto Up Chemo Up Up Right Eat Chemo Right Foto Right Left Up Left Foto Foto Foto Foto Chemo Down Left Up,0,-1,1
1669,Left Foto Chemo Left Eat Foto Up Up Left Down Right Eat Eat Chemo Down Right Eat Left Down Left Chemo Chemo Up Foto Eat,0,-1,41
1670,Down Up Eat Down Left Chemo Up Chemo Down Eat Foto Right Eat Foto Down Foto Right Down Eat Eat Chemo Chemo Foto Eat Down,0,-1,1
1671,Up Up Left Down Chemo Chemo Foto Up Chemo Left Left Left Right Chemo Down Foto Chemo Right Up Foto Chemo Eat Right Chemo Eat,0,-1,9
1672,Left Eat Eat Right Foto Up Right Down Up Foto Up Chemo Eat Down Eat Left Eat Eat Up Eat Chemo Foto Eat Left Right,0,-1,35
1673,Eat Up Left Foto Up Right Eat Foto Eat Left Chemo Eat Foto Right Eat Right Chemo Left Right Foto Down Up Up Up Eat,0,-1,1
1674,Up Down Chemo Eat Foto Foto Up Down Right Chemo Chemo Up Up Left Left Left Up Eat Right Eat Foto Chemo Foto Right Eat,0,-1,17
1675,Right Chemo Down Left Down Chemo Left Left Up Foto Down Down Eat Foto Left Left Down Right Eat Down Right Chemo Foto Eat Down,0,-1,5
1676,Down Left Foto Left Down Eat Left Eat Up Eat Up Eat Up Up Down Up Right Right Foto Eat Down Right Chemo Foto Down,0,-1,1
1677,Chemo Eat Foto Chemo Down Left Foto Right Left Right Eat Foto Right Down Down Down Right Right Chemo Eat Down Eat Down Eat Up,0,-1,4
1678,Right Eat Left Up Foto Left Down Foto Up Eat Eat Left Down Up Left Chemo Up Down Up Right Foto Left Chemo Eat Foto,0,-1,9
1679,Right Up Chemo Left Foto Chemo Foto Foto Chemo Left Right Left Down Chemo Chemo Eat Up Right Left Down Up Right Chemo Right Foto,0,-1,28
1680,Right Right Left Chemo Eat Eat Right Foto Down Right Up Left Left Foto Down Up Foto Eat Right Chemo Down Chemo Down Eat Down,0,-1,15
1681,Eat Left Up Down Down Eat Chemo Eat Eat Right Up Right Down Down Right Eat Right Up Foto Chemo Eat Eat Foto Down Up,0,-1,1
1682,Right Eat Chemo Left Chemo Foto Foto Up Down Chemo Eat Left Eat Chemo Eat Left Right Left Chemo Chemo Foto Up Eat Right Right,0,-1,2
1683,Chemo Chemo Up Up Right Chemo Right Foto Down Left Eat Foto Foto Foto Up Foto Chemo Eat Foto Left Down Right Up Eat Right,0,-1,3
1684,Down Foto Down Down Down Chemo Chemo Left Left Chemo Down Left Foto Chemo Foto Right Chemo Left Foto Up Down Up Left Right Left,0,-1,3
1685,Foto Down Chemo Down Up Eat Foto Foto Eat Down Chemo Foto Down Foto Eat Left Up Eat Down Eat Left Eat Chemo Chemo Up,0,-1,15
1686,Eat Eat Down Left Down Down Eat Down Left Right Chemo Chemo Left Left Left Right Eat Chemo Left Up Foto Right Eat Right Eat,0,-1,37
1687,Eat Foto Down Down Up Left Down Down Left Eat Chemo Chemo Chemo Eat Eat Right Down Foto Right Eat Foto Left Chemo Eat Left,0,-1,2
1688,Up Chemo Chemo Foto Up Chemo Chemo Down Right Left Down Left Eat Left Right Chemo Down Left Right Down Chemo Down Down Eat Eat,0,-1,3
1689,Up Left Left Down Right Foto Chemo Chemo Down Right Eat Up Eat Down Left Down Down Left Down Down Chemo Down Eat Down Down,0,-1,11
1690,Down Right Right Eat Eat Eat Foto Up Down Eat Eat Chemo Foto Up Down Up Down Eat Foto Down Left Down Eat Right Up,0,-1,4
